itemName,priceSale,priceDiscounted,priceOrigin,foodExplain,weight,kcal
[모두의맛집] 카레시 수프카레,0%,"10,500",0,"서울 합정동에서 줄 서서 먹는 맛집 카레시의 '수프 카레'를 소개해요.삿포로식 수프 카레는 일본 가장 위 지방에 있는 삿포로의 추운 날씨를 녹여주기 위해 시작된 일본 지역의 소울푸드에요.일본에서 유학 생활 중 만난 수프 카레 장인에게 직접 전수받은 수프 레시피로 한국에 '카레시'라는 맛집이 탄생했답니다.단골손님들이 일본에서의 오리지널 수프 카레의 맛이 그리울 때마다 찾는다는 카레시 만의 비법이 담긴 수프 카레를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",653g,485kcal
[모두의맛집] 포방터쭈꾸미 주꾸미볶음,0%,"15,000",0,"포방터 시장의 대표 맛집 '포방터쭈꾸미'를 소개해요.SBS 골목식당 및 여러 유명 먹방 유튜브 채널에 출연하여 어느덧 우리에게도 친숙한 포방터쭈꾸미의 주꾸미볶음을 이제 집에서 그 맛 그대로 즐기실 수 있어요.쫄깃쫄깃한 주꾸미와 수년의 연구 끝에 완성된 포방터쭈꾸미만의 양념장의 조화는 중독적인 매운맛을 선사하죠. 여기에 하나 더! 집에서 밀키트로 드실 때 무언가 허전해 하셨던 분들을 위해 맛집의 대표 모둠사리인 삼겹살, 밀떡, 어묵을 함께 담았답니다.포방터쭈꾸미 맛집에서 제공하는 대표 구성 그대로 담은 주꾸미볶음을 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",430g,0kcal
[I like Eat] 즉석떡볶이(사리면 증정),0%,"9,700",0,"갖가지 재료를 푸짐하게 넣고 보글보글 끓여 먹는 추억의 그 맛, 즉석떡볶이입니다. 그리팅은 매콤한 즉석떡볶이에 국산 미역을 넣어 풍부한 감칠맛과 영양을 더했어요. 쫀득한 밀떡과 어묵, 김말이 튀김까지 넉넉한 구성으로 준비했으니 온 가족이 함께 즐기기에도 충분할 거예요. 사리면을 넣어 드시거나 남은 양념에 밥과 참기름, 김가루를 넣고 볶아 드시면 끝까지 맛있게 즐길 수 있답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",662g,1360kcal
흑돼지 간장불고기,15%,"8,070","9,500","남녀노소 누구나 좋아하는 짭쪼름한 흑돼지 간장 불고기입니다. 제주 길갈 흑돈을 사용해 가장 기본이 되는 고기 맛을 살렸어요. 배 퓨레와 물엿을 단맛을 내어 한층 건강하게 드실 수 있답니다. 채소와 사리를 취향껏 넣어 드시면 더 좋아요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,650kcal
흑돼지 고추장불고기,10%,"8,550","9,500","매콤한 양념을 골고루 입힌 흑돼지로 만든 제육볶음을 소개합니다. 제주 길갈에서 난 흑돈과 국산 고춧가루를 사용했으며, 입에 착 붙는 고추장 양념으로 한국인이라면 누구나 좋아하는 맛을 냈답니다. 채소와 사리를 취향껏 넣어 드시면 더 좋아요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,742kcal
안동찜닭,15%,"14,280","16,800","간장 베이스 소스로 완벽한 단짠의 풍미를 구현한 안동찜닭을 소개해요. 국내산 닭고기는 물론, 각종 야채와 넓적당면을 넣고 간장 양념에 뭉근하게 졸여 냈어요. 재료를 한데 넣고 푹 끓여주기만 하면, 전문 식당 못지않은 풍성한 찜닭이 완성돼요. 안동찜닭이 선사하는 기분 좋은 달콤함을 지금 느껴보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",1000g,0kcal
뚝배기 불고기,15%,"11,050","13,000","남녀노소 누구나 좋아하는 대표 한식, 불고기를 준비했어요. 뚝배기에 보글보글 끓여 육즙이 가득한, 촉촉하게 즐기기 좋은 뚝배기 불고기에요. 불고기는 부드러운 소고기와 채소를 달큰하게 양념해 깊은 감칠맛을 냈어요. 불고기를 먼저 드신 후 자작한 육수에 밥을 말아 당면과 함께 후루룩 먹으면 더욱 맛있게 즐길 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",440g,0kcal
고추잡채 & 꽃빵,10%,"9,450","10,500","피망과 고기를 채 썰어 매콤하게 볶은 사천요리인 고추잡채는 매운맛을 좋아하는 한국인 입맛에도 제격이죠. 알싸한 피망과 담백한 고기를 부드러운 꽃빵에 싸 먹으면 입 안에서 재료들이 어우러지며 환상의 맛을 자랑하는데요. 돼지고기와 피망, 느타리버섯, 그리고 아삭한 마늘종을 달달 볶아 만든 고추잡채로 근사한 중식을 차려보세요. 매콤한 고추잡채에 빼놓을 수 없는 촉촉한 꽃빵도 함께 담았답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",430g,735kcal
한라봉을 넣은 소불고기,15%,"11,390","13,400","남녀노소 좋아하는 불고기, 하지만 과한 단맛이 걱정이었다면 설탕 대신 한라봉 농축액으로 건강한 단맛을 낸 그리팅 한라봉 소불고기를 선택하세요. 호주산 청정우를 얇게 썰고, 100% 한라봉 농축액과 생강, 마늘로 잡내까지 완벽히 잡은 양념을 만들었어요. 양념이 잘 배어 있어 팬에 볶기만 하면 갓 만든 듯한 소불고기가 완성됩니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,620kcal
매콤두부조림,10%,"4,410","4,900","담백하면서 매콤한 두부조림을 준비했어요. 5년 숙성한 어간장으로 만든 특제 양념장을 두부에 잘 배이도록 조린 후, 국산 양파와 대파를 넣어 아삭한 식감과 개운한 끝 맛을 더했습니다. 또 두부와 궁합이 좋은 미역을 양념장에 함께 넣어 감칠맛을 더했어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",200g,234kcal
멸치우엉풋고추조림,0%,"3,900",0,"궁합이 좋은 멸치와 우엉을 함께 조려 영양을 채운 반찬을 준비했어요. 멸치우엉풋고추조림에는 국산 멸치와 우엉을 사용해 부담 없이 드실 수 있어요. 조림 반찬의 달달하면서 짭조름함이 입맛을 돋워주니 별다른 반찬 없이도 밥 한 공기는 거뜬해요. 어린아이나 어르신 반찬으로 제격이랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",80g,142kcal
검은콩 땅콩조림 ,15%,"3,310","3,900","알알이 고소함이 살아 있는 콩자반, 집밥이나 도시락에 빠지지 않는 국민 반찬답게 익숙한 맛으로 정겨움을 자아내죠. 그리팅은 믿고 먹을 수 있는 국산 서리태에 고소한 땅콩까지 더해 반질반질 윤기 흐르는 콩 조림을 만들었어요.검은콩은 푹 삶아 부드럽게 만들고, 국산콩 100%로 만든 간장에 짜지 않게 졸였어요. 설탕이나 물엿 대신 올리고당, 알룰로스를 사용해 부담 없이 즐길 수 있는 단맛을 냈답니다. 좋은 재료로 건강하게 조리했으니, 우리 아이를 위한 반찬으로도 걱정 없어요.  
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,0kcal
낙지 무채무침 ,10%,"5,850","6,500","탱글탱글한 식감에 자꾸만 손이 가게 만드는 낙지 무채 무침을 소개해요. 오동통한 낙지는 먹기 좋은 크기로 손질하여 살짝 데친 후, 그리팅 특제 무침 양념장에 버무렸어요. 입맛 돋우는 매콤 달콤한 밥반찬이 생각날 때 부담 없이 골라보세요. 고슬고슬한 쌀밥에 낙지 무채 무침을 얹으면 밥 한 공기 뚝딱 비울 수 있을 거예요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",150g,155kcal
제주 비트 생깻잎지,5%,"4,750","5,000","

                                    From. 밥상주치의 그리팅


",100g,90kcal
오징어실채볶음,0%,"4,500",0,"오징어는 특유의 쫀득한 식감으로 남녀노소 할 것 없이 누구나 좋아하는 해산물이죠. 그리팅에선 부드럽고 쫄깃해 아이와 함께 먹기 좋은 오징어 실채 볶음을 소개해요. 쫀득한 오징어 실채는 국산콩 간장 양념에 짭조름하게 볶았어요. 간단한 밑반찬으로 제격인 오징어 실채 볶음, 오늘 우리 집 식탁에 함께 곁들여 보는 건 어떨까요? 
                            	
                                
                                    From. 밥상주치의 그리팅


",70g,295kcal
오이지무침,10%,"3,510","3,900","아삭아삭 입맛을 돋워주는 밥도둑 반찬, 오이지무침입니다. 국내산 오이를 절여 만든 오이지를 물에 한 번 담궈 짠기를 빼내고 매콤달콤한 양념에 맛깔나게 버무렸어요. 설탕 대신 매실 액기스로 맛을 내어 건강하게 즐기기 좋아요. 간단한 밑반찬이 필요할 때 활용해 보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,55kcal
오복채무침,10%,"2,970","3,300","꼬들꼬들한 식감이 매력적인 오복채무침입니다. 아삭하게 절인 오복채무침을 물에 담궈 짠기를 빼고 매콤달콤한 양념에 버무렸어요. 설탕 대신 매실 액기스로 맛을 내어 건강하게 즐기기 좋아요. 어떤 메뉴에도 잘 어울리는 밑반찬으로 내어 보세요.※ 오복채에는 소량의 연근이 포함되어 있을 수 있습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,160kcal
진미채무침,0%,"4,500",0,"새빨간 윤기가 보기만 해도 입맛을 돋워주는 진미채 무침이에요. 먹기 좋게 잘게 찢은 진미채는 그리팅 특제 보리고추장 양념에 솔솔 볶았어요. 쫄깃한 식감과 씹을수록 고소한 맛에 자꾸만 손이 가게 되는 마성의 반찬이에요. 진미채 무침에서 풍겨 나오는 은은한 광채가 밥상을 더욱 빛내줄 거예요.

                                    From. 밥상주치의 그리팅


",80g,180kcal
매콤 무말랭이 오징어볶음,0%,"4,800",0,"꼬독꼬독 씹히는 식감과 매콤달콤한 양념이 어우러져 입맛을 돋우는 밥도둑 반찬, 무말랭이 무침입니다. 신선한 국산 무를 잘 말려 국산 고춧가루로 만든 건강한 양념에 버무렸어요. 여기에 쫄깃하면서도 부드러운 오징어를 먹기 좋은 크기로 썰어 넣어 골라 먹는 즐거움을 더했습니다. 냉장고에서 바로 꺼내어 섭취해도 좋고, 살짝 데워 드셔도 맛있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",150g,201kcal
