itemname,contents
해초 전복죽 (1인분),친정엄마 사드렸는데 너무 좋아하시네요 전복이 많이 들어갔더라고요
커리 치킨 샐러드,완전 꿀맛아네요 병아리콩으로 만든 후무스라니... 맛있는데 건강하기까지... 일주일에 한번씩 사먹고 있어요 이 집 샐러드 중 제일 맛있는 것 같아요ㅜㅜ  
닭다리살구이,"이번에 먹은 반찬 중 가장 맛있었어요!
달콤한 소스를 좋아하는데, 마늘 특유의 매콤달콤한 맛이 건강한 단맛으로
제 입맛에 딱이예요"
통밀 돈까스,"고기도 신선한지 식감이 탱탱하고
튀김옷이 통밀이라 확실히 다르네요! 고소해요~~~"
봄나물 오리볶음,"봄나물 요리를 먹으니 봄이 온듯 기분도 좋네요~~
제철 식재료로 앞으로도 맛있는 메뉴 기대할께요! "
소고기 숙주 부추볶음,"어른들 입맛에도 호불호 없는
소고기 효도 반찬 이네요ㅎㅎ"
포두부 새우 샐러드 세트,"포두부와 새우조합이 생각보다 든든하고 맛있어요 
알감자는 로즈마리 향이 향긋하고
당근라페도 새롭구요~~
직접 준비하려면 손이 많이 갈텐데
간편하게 먹을 수 있어 좋아요~~
번창하세요^^"
닭살 스테이크 샐러드 세트,"얼음팩 넣어서 신선하게 배달왔어요
얼음팩이 종이로 되어 있고 안에 물로만
되어 있어서 처리하기 편했고 환경을 생각하는
마음이 좋았어요
전체적으로 재료가 좋고 간도 안 짜고 양도 적당하고
결론은 맛있어요~ㅎㅎ"
탄두리 닭살 샐러드 세트,"우선 채소가 싱싱, 아삭아삭해서 좋아요~~
탄두리치킨도 제대로 만드셨네요~~ 너무 맛있어요!!
비트무스도 곁들여서 건강을 챙기는 맛 ㅎㅎ
또 주문할게요~!"
탄두리 닭살 샐러드 세트,"우선 채소가 싱싱, 아삭아삭해서 좋아요~~
탄두리치킨도 제대로 만드셨네요~~ 너무 맛있어요!!
비트무스도 곁들여서 건강을 챙기는 맛 ㅎㅎ
또 주문할게요~!"
검은콩 캐슈넛 닭볶음 세트,"
 검은콩에 캐슈넛.  
  그리고 버섯까지 어느 하나 건강하지 않는 
   재료가  없는  조합에. 
 속 안까지 양념이 베인 닭살이 제 입맛에
  딱이네요.. "
진피 레몬 드레싱,"
 진피에  레몬까지
  비타민C가 듬뿍 담겨 있는 드레싱이라서
  바로 구매 했습니다.
 진피가 약간 씁쓸할줄 알았는데
 이 드레싱은
 뒷끝을 깔끔하게 만드는 기분 좋은 상큼한 맛이네요.
 연어샐러드에  후다닥 뿌려  먹으니
  오.. 너무 잘  어울리네요

  "
구기자 간장 소스,"
 친정 엄마 선물로  드렸더니
 너무 맛있다고 좋아하시네요..
 
 조림에. 볶음요리에  다 잘 어울리구요

 깔끔한 감칠맛에  
 계란 버터밥에도 쓱쓱 ~~
 갓 구운 김에 달래간장양념장  간장베이스로도
 최고네요

  우리집 맛간장.. 구기자간장.
   
 "
토마토 견과 카레소스,"
 기존 카레 맛을 기대했다면 오산!
 
  앞으로 카레는 발그레~~~한 이쁜 붉은 색깔에
  상큼한  토마토 카레만 기억하실듯요.

  아 .. 후기쓰다가   침 고입니다..
  강추강추  와우"
코코넛 새우 샐러드 세트,"재료도 여러가지, 양도 적당하고, 맛도 있어서 너무 만족합니다.  집에서 이렇게 만들어 먹으려면 재료가 너무 여러가지라 힘들텐데.. 이렇게 그리팅에서 주문해서 새벽배송받아 아침에 식사하니 너무 편하고 좋습니다. 자주 이용할 것 같아요.."
탄두리 닭살 샐러드 세트,"탄두리치킨에 버섯볶음, 후무스까지 영양도 풍부하고 맛도 있고 한 끼 식사로 너무 좋네요..  다이어트 식단이지만 너무 맛있게 먹으면서 다이어트하는것 같아 좋아요.  라이트 식단 자주 이용할것 같아요~"
탄두리 닭살 샐러드 세트,탄두리의 향신료가 강하지 않아서 부담없이 먹히네요.  후무스 처음 먹어보는데 끝맛이 새콤하니 재밌어요. 다양한 재료를 써서 재미있고 맛있어요.
리코타치즈 샐러드 세트,"항상 식단이 건강하게 먹으려고 노력 하느라 매끼 마다 힘들어서 그리팅 케어식단으로 라이트식단인 샐러드 식단을 먹게？어요! 샐러드가 양도 푸짐하고 사이드메뉴도 너무 담백하니 맛있어서 배부르고 만족스러운 식사를 했습니다! 무엇보다도 샐러드가 너무 신선해서 만족스러웠구요! 소스도 사이드메뉴 속 쓰인 소스 마저 너무 맛있었어요! 재료 원산지 , 영양성분 모두 만족 스러웠습니다! 다이어트 기간에도 행복하게 식사할수있어서 너무 좋았습니다!"
쿠스쿠스 곡물 샐러드 세트,"받고나서 2박3일 냉장보관 후 4시간 실온에 두었다가 먹음. 
신선도에 감동함. 
너무 맛있고 심지어 닭봉에서 냄새도 안남.  
사이드에 오이 있으니 싫어하시는분은 조심하세요~
치킨은 너무 염지를 안해서 맛이 심심한데 냄새가 안나서 잘먹었음. 
저처럼 짠거좋아하시면 소금 필요하실듯요."
포두부 새우 샐러드 세트,"제 기준 이게 젤 맛남.
감자가 좀 퍽퍽해서 버터를 좀 많이 두르던가 아니면 으깨어 나왔으면 좋겠네요."
리코타치즈 샐러드 세트,"치즈양이 많다 싶었는데 담백한 맛이라 다 먹게 되네요.
사이드 메뉴가 어쩜 이리 다양한지 매일 다르게 와서 참 좋네요."
리코타치즈 샐러드 세트,"항상 식단이 건강하게 먹으려고 노력 하느라 매끼 마다 힘들어서 그리팅 케어식단으로 라이트식단인 샐러드 식단을 먹게？어요! 샐러드가 양도 푸짐하고 사이드메뉴도 너무 담백하니 맛있어서 배부르고 만족스러운 식사를 했습니다! 무엇보다도 샐러드가 너무 신선해서 만족스러웠구요! 소스도 사이드메뉴 속 쓰인 소스 마저 너무 맛있었어요! 재료 원산지 , 영양성분 모두 만족 스러웠습니다! 다이어트 기간에도 행복하게 식사할수있어서 너무 좋았습니다!"
모둠 해초볶음,"신선한 해초류 본연의 맛이 잘 살아있는 건강한 반찬이에요
초등학생 아이가 맛있다고 잘 먹었어요
몇개 산 반찬 중에 이게 젤 좋다고 하네요^^"
방풍나물&고구마 스프 (1인분),"방풍나물은 피부에나 양보하는 건 줄만 알았던
 제게   무지함과  그 미묘한 맛으로
눈을 번쩍 뜨게 만든  스프입니다.

노루궁뎅이 스프만 좋은 줄 알았더니...
이 스프 또한  꼭 드셔야합니다.
방풍나물과 고구마의 환상적인  맛으로
그냥 먹기 아쉽구요..   집에 있는 식빵
살짝 구워 .. 함께 먹었어요.

노루궁뎅이 스프는 저 혼자 먹으려고 시키고
방풍나물 스프는 신랑 줬더니.
다음엔  둘 다 제가 먹어야 겠네요.

고급진  맛을 찾는다면 노루궁뎅이 스프!
건강한데.. 달달한 맛 찾는다면 방풍나물스프  추천!

그러나 저는 둘 다  먹습니다."
콜리플라워 치즈그라탕,"
편식 심한 초딩 아들두고 있는 엄마입니다.
제일 싫어하는 야채가 양배추.. 멀 어떻게 해도
익힌 양배추의 그 특유의  향은  귀신같이 알아내죠.

야채 듬뿍들어간 건강 간식을 찾다가.찾다가
먹여본 양배추 콜리플라워 그라탕은
오~~~^^
성공적입니다.

전자레인지에  살짝 돌리자마자
주체못하고 풍겨져 나오는 고소한 버터 향으로
자극을 하고.. 쌀알처럼  아주 작게  썰어진
감자와  양배추인지 모르게 숨겨진 콜리플라워의
조화로운 식감에.. 
입에 넣어줄 때마다 이게.. 야채인가 밥인가
의심하면서..  맛있다고 싹싹 긁어 먹네요.

아이들 영양간식  찾아  헤매이는
육아맘들..
고민하지말구 요거요거 먹여보세요..
ㅋㅋ
아이들 깜빡 속습니다...
"
송화버섯 낙지볶음,"짜지도 너무 맵지도 않고, 송화버섯과 낙지가 잘 어울리는 건강한 맛이에요.
또 주문할거에요."
노루궁뎅이버섯 스프 (1인분),"  ？？
  
   노루궁뎅이버섯,  우선 식재료 부터 고급스러워
   바로 선택!
   
   말이 필요없습니다.
   혼자서 두고 두고 먹고싶은 스프
   금방 없어져 버려서 아쉬운 스프.
   추천해요."
돼지감자 장아찌,"처음에는 돼지감자로 장아찌를? 하며 반신반의 했는데
막상 먹어보니 아삭아삭 돼지감자 식감도 너무 좋고, 마늘쫑 맛도 좋았어요.
먹고 나서 속도 편하고, 왠지 건강해지는 느낌이 들어요^^"
영양부추 잡채,"전자레인지에 돌려도 당면 식감이 좋고, 양도 넉넉해서 가족 3명이서 먹기에 너무 좋았어요^^"
발사믹 비네거 드레싱 ,"
건강한 음식은 맛이 없다... 라는 편견을
순삭 해버리는 마법의 드레싱이네요.

발사믹소스 좋아하는데
요기요기 그리팅제품은
황금비율로 맞춰  세상 JMT!!!!

벌써 4개나 더 재구매 했답니다.
그 어떤  야채 .. 과일.. 치즈.  상관없이
잘 어울리는 드레싱을 찾는다면
픽 하세요..
추천추천.."
통밀 돈까스,"아이들 먹이려고 주문했는데
에어프라이어에 조리하니 통밀 돈까스는 바삭하고 냄새도 좋았는데 소스가 너무 한약재 향이 강해 아쉬웠습니다"
부드러운 닭가슴살 콥 샐러드,"무난한 콥샐러드에
퍽퍽하지 않게 조리한 닭가슴살...
그래도 닭가슴살이니 완전 안퍽퍽하진 않아요
무난 무난한 맛이었습니다만 남겼어요..
하얀 콩같은?게 너무 설익은 느낌이어서 서걱서걱
입맛을 떨어트리네요"
커리 치킨 샐러드,"이국적인 맛의 샐러드네요!
진짜 너무 맛있게 먹은 ㅠㅠ
찐한 커리맛...너모 맛있어요
같이 잇는 보라색 퓨레는...좀 시큼한맛이 나서
쉰건 아니겠지 하는 생각이 들긴했지만
원래 시큼한거겠죠?"
코코넛 새우 샐러드 세트,"아버지께 보내드렸는데 저녁식사 대신 샐러드 드신대요
무화과 빵과 함께 드시면 포만감도 있고 너무 만족스러워하세요~ 

종류별로 다양하게 많이 보내드리려고 합니다 ㅎㅎ"
버터구이 오징어 샐러드 세트,"아버지께 보내드렸는데 저녁식사 대신 샐러드 드신대요
무화과 빵과 함께 드시면 포만감도 있고 너무 만족스러워하세요~ 

종류별로 다양하게 많이 보내드리려고 합니다 ㅎㅎ"
버섯 불고기 샐러드 세트,"아버지께 보내드렸는데 저녁식사 대신 샐러드 드신대요
무화과 빵과 함께 드시면 포만감도 있고 너무 만족스러워하세요~ 

종류별로 다양하게 많이 보내드리려고 합니다 ㅎㅎ"
비트 생깻잎지,"깻잎과 비트의 예상치 못한 조합이 환상이네요 ^^
짜지 않아서 많이 먹게 되요
양 좀 늘려 주세요 ㅎ
재구매 할거에요~~"
소고기 다시마채 장조림,"장조림은 짜다는 선입견이 깨지네요 
담백하고 약간 고소한 맛?
반찬으로 먹기에는 간이 살짝 부족하고, 고기가 좀 퍽퍽한 아쉬움은 있네요
그래도 엄지 척이요~~"
송화버섯 낙지볶음,"변함없이 맛있군요
초등학생 딸아이가 낙지는 다 먹고, 저는 남은 야채랑 밥 비벼 먹었어요 ㅠ
부드럽게 매콤한 건강한 맛이 좋아요 ^^"
송화버섯 낙지볶음,"이거 진짜 맛나요!! 
낙지도 땡글땡글 양도 넉넉히 들어있고 간도 짜지않고 ~!!
강추합니다!!"
봄나물 오리볶음,"오리가 느끼하지도 않고 퍽퍽하지도 않고
네가지 봄나물이랑 같이 곁들어서 먹으니~ 
너무 맛나요!! 봄나물 오리볶음 강추합니다!"
돼지감자 장아찌,"간도 짜지도 않고 맛있어요! 

혈당이 있어서 혈당관리에 좋은 돼지감자를 이용한 반찬을 주문했는데

맛도 너무 맛있고 양도 적당하고 좋아요!! 

"
버섯 아보카도 샐러드 세트,"샐러드가 너무 싱싱하고 소스 맛도 좋았어요!
사이드로 나오는 돈육고기는 샐러드 세트에 껴있어서 차갑게 먹어야한다는 점이 아쉬웠어요."
리코타 허브감자 샐러드,"배송받고 이틀 후에 먹었는데도 채소가 신선하게 유지되어 있었고
드레싱이 독특한데 맛있습니다.
이런 드레싱은 처음이야~~~~~~~~
그리고 리코타 치즈가 많이 들어있어서 샐러드 다 먹고도 남았어요
다른 샐러드도 먹어보고 싶네요"
비트 생깻잎지,"원래 이런 반찬이 많이 짠데 그리팅꺼는 안짜서 좋더라구요
그리고 깻잎을 좋은걸 쓴거 같아요 
크고 잎이 단단한 느낌???
잘 먹었습니다"
소고기 다시마채 장조림,"짜지 않아서 좋아요.
소고기 장조림 생각보다 양도 넉넉하네요.
또 시킬거에요
"
송화버섯 낙지볶음,"양념이 많이 빨간데 생각보다 안맵고 맛있었어요
매운거 못먹는 친구도 맛있게 먹었어요
양념이 넉넉해서 소면 넣어서 비벼 먹으니 좋네요
그리고 버섯이 엄청 튼실해요
엄청 큰게 들어 있어서 좋기도 한데
균일하게 잘려져 있으면 좋을 것 같기도? 하네요!"
해초 전복죽 (1인분),"전복도 푸짐하고......!
죽전문점 저리가라입니다....!!!
양이 조금 적은게 아쉽지만 너무 맛있습니다
"
노루궁뎅이버섯 스프 (1인분),"정말정말 맛있어서 두번시켰어요~~~
아쉬운점은..... 냉동이어서 용기째 전자렌지에 돌리는 조리법인데 ㅠㅠㅠ 건강하게 먹으려는 음식인데 전자렌지에 뎁혀져 환경호르몬 걱정이 되었어요 ㅠㅠㅠㅠ 용기가 다른거면 좋겟어요 ㅠ"
방풍나물&고구마 스프 (1인분),"방풍나물이라고해서 초록색이어서 으~~~ 했는데....
이거 뭐예요....??? 너무 맛있잖아요~~~~^^노루궁뎅이스프랑 방풍나물고구마스프 둘다 너무 맛있어요....!! 고구마의 달달함과 버터의 진한맛 게다가 건강해진다는 느낌까지....???? 맛있습니다"
콜리플라워 치즈그라탕,양배추 콜리플라워하면 맛없는 채소라 생각했는데 아기주려고 했던거 너무 맛있어서 제가 다 먹어버렸어요~ 부드럽고 고소하고 맛있어요
애호박 아마란스 새우볶음 ,애호박러버인 저희 아기때문에 시켰는데~역시나 너무너무 조아하네요. 새우도 찰떡이예요
미트 토마토 파스타,처음에 양념에 섞이지 않아 뭐지 했는데... 직접 섞으니 괜찮았고 아기가 모양찾아서 재미있게 밥을 먹어요 맛도 있어요
녹두부침개,"집에서 구워먹는 녹두전보다 훨씬 맛있어요~~
추천합니다"
우엉 고기완자,"일단 맛은 담백하고 맛있습니다....!
아쉬운점은 조리방법??? 170~180도에서 몇분 이렇게 되어있던데 ㅠㅠ 에프가없어서인지.... 전 조리방법이 아쉬웠어요 ㅠㅠㅠ 다양한 조리법이 설명되어 있었으면 좋겟어요... 전자렌지에서 몇분 에프에서 몇분 끓는 물에서 몇분??? 이렇게요~ "
